Total, Raycast, Update_cache, Inflation, PointCloudNumber, CacheNumber, InflationNumber
0.000415947, 0.000312285, 0.000101765, 2.197e-06, 8617, 2335, 66
0.000454596, 0.000360322, 9.2178e-05, 0, 8080, 1979, 0
0.000861755, 0.000627766, 0.000230794, 3.795e-06, 8433, 2434, 33
0.000355029, 0.000272338, 8.0493e-05, 0, 7847, 2658, 0
0.000577833, 0.000416347, 0.000158889, 0, 8290, 2570, 0
0.000676004, 0.000455892, 0.000217719, 3.292e-06, 8019, 2684, 33
0.000598975, 0.000466568, 0.000130412, 0, 8339, 2557, 0
0.000578221, 0.000350026, 0.000225701, 4.989e-06, 8093, 2419, 66
0.000589097, 0.000422665, 0.000163339, 0, 8030, 2019, 0
0.000409277, 0.000293623, 0.00011386, 1.097e-06, 8780, 2454, 33
0.000688444, 0.000361421, 0.000323634, 4.088e-06, 8492, 2134, 33
0.000671594, 0.000446168, 0.000223433, 3.589e-06, 8295, 2154, 33
0.000585651, 0.00044198, 0.000139882, 0, 8187, 2358, 0
0.00118337, 0.00092424, 0.000255337, 4.486e-06, 7989, 2510, 66
0.00105434, 0.000491897, 0.000558553, 4.783e-06, 8344, 2608, 66
0.000656594, 0.000453438, 0.000199868, 3.089e-06, 8029, 2556, 33
0.000515013, 0.000318334, 0.000195085, 0, 8421, 2652, 0
0.000700234, 0.000471273, 0.000226072, 4.982e-06, 7874, 2277, 33
0.000416327, 0.000294645, 0.000119889, 0, 8264, 2179, 0
0.000415629, 0.000318244, 9.5493e-05, 1.095e-06, 8647, 2298, 33
0.000615452, 0.000498729, 0.000114344, 0, 8522, 2114, 0
0.000879445, 0.000504481, 0.000372286, 0, 8416, 2250, 0
0.000921889, 0.000670988, 0.000247728, 0, 7935, 2254, 0
0.000463679, 0.00029597, 0.000166024, 0, 8205, 2645, 0
0.000499956, 0.000374174, 0.00012261, 0, 8191, 2585, 0
0.000543172, 0.000235309, 0.000306179, 0, 8217, 2652, 0
0.000756674, 0.00044326, 0.000311036, 0, 8147, 2575, 0
0.00112855, 0.000863132, 0.000261852, 0, 7974, 2240, 0
0.000660724, 0.000413237, 0.000244415, 0, 8423, 2310, 0
0.000557884, 0.000412742, 0.000142964, 0, 8507, 2125, 0
0.000345372, 0.000234607, 0.000109279, 0, 8664, 2312, 0
0.000364446, 0.000255212, 0.000107353, 0, 8192, 2064, 0
0.000976478, 0.00056499, 0.000407823, 6.9621e-05, 7913, 2273, 33
0.0005948, 0.000409507, 0.000183214, 1.2084e-05, 8441, 2583, 561
0.00118504, 0.000777518, 0.000404753, 7.131e-06, 7987, 2555, 198
0.000640726, 0.000445895, 0.00019295, 2.772e-06, 8309, 2626, 66
0.000815658, 0.000523114, 0.000289574, 6.7023e-05, 7945, 2535, 429
0.000996927, 0.000728242, 0.000265814, 5.2173e-05, 8266, 2448, 660
0.000626866, 0.000423323, 0.000201167, 1.0494e-05, 8143, 1979, 231
0.000515235, 0.000348471, 0.000164982, 3.6026e-05, 8705, 2250, 99
0.000557594, 0.000357973, 0.000196949, 7.621e-06, 8616, 2290, 231
0.000336793, 0.000256727, 7.8483e-05, 1.781e-06, 8137, 1982, 99
0.000577784, 0.000419828, 0.000155382, 2.968e-06, 8395, 2423, 66
0.000561205, 0.000339276, 0.000219852, 3.265e-06, 7866, 2545, 33
0.00108105, 0.000566845, 0.000510842, 1.019e-05, 8335, 2557, 363
0.000577035, 0.000410713, 0.000164345, 6.035e-06, 7994, 2618, 99
0.000591679, 0.000419617, 0.000169687, 2.177e-06, 8385, 2565, 33
0.000657191, 0.000401378, 0.000253318, 0, 8035, 2389, 0
0.000760254, 0.000545448, 0.000211714, 7.083e-06, 8066, 2026, 198
0.000603714, 0.000510328, 9.0791e-05, 1.696e-06, 8760, 2477, 66
0.000567298, 0.000369252, 0.00019615, 0, 8490, 2096, 0
0.000363691, 0.000273516, 8.8279e-05, 1.296e-06, 8343, 2204, 33
0.000744738, 0.000559302, 0.000183042, 0, 8129, 2361, 0
0.000520385, 0.000388427, 0.000129575, 0, 8035, 2522, 0
0.000740414, 0.000545009, 0.000193618, 0, 8325, 2677, 0
0.00104276, 0.000499037, 0.000291717, 1.9958e-05, 8066, 2580, 33
0.000421912, 0.000299706, 0.000120816, 3.375e-06, 8365, 2649, 99
0.000723603, 0.000458841, 0.000261188, 4.566e-06, 7880, 2286, 66
0.000556923, 0.00027737, 0.000277866, 9.1133e-05, 8334, 2204, 33
0.000576481, 0.000396597, 0.000177799, 7.048e-06, 8623, 2262, 198
0.000314945, 0.000233156, 8.0101e-05, 2.579e-06, 8551, 2182, 165
0.0019254, 0.00148976, 0.000432268, 9.3004e-05, 8408, 2235, 99
0.000751085, 0.000528349, 0.000219956, 5.956e-06, 7904, 2227, 132
0.00108529, 0.000707013, 0.000328147, 1.7964e-05, 8274, 2687, 726
0.00134645, 0.000534629, 0.000808642, 2.114e-05, 8152, 2551, 495
0.000687366, 0.000410177, 0.000274708, 1.1312e-05, 8250, 2721, 627
0.00131012, 0.000693122, 0.000613727, 2.5703e-05, 8104, 2554, 891
0.000600726, 0.000340407, 0.000258134, 8.8527e-05, 7996, 2313, 726
0.000978629, 0.000420249, 0.000556496, 8.5139e-05, 8411, 2329, 1221
0.000540023, 0.000385022, 0.000153215, 1.8757e-05, 8495, 2121, 1056
0.00142547, 0.00102457, 0.000397723, 0.000155398, 8682, 2382, 990
0.000884458, 0.000333222, 0.000549747, 3.5026e-05, 8156, 2075, 957
0.000858468, 0.000480432, 0.000375357, 7.7392e-05, 7956, 2329, 759
0.000579556, 0.000354322, 0.000222555, 1.6867e-05, 8455, 2616, 594
0.000356902, 0.00025887, 9.6543e-05, 5.061e-06, 7966, 2630, 297
0.000723924, 0.000471404, 0.000248651, 1.26e-05, 8361, 2614, 231
0.000336264, 0.000233171, 0.000101504, 3.87e-06, 7927, 2590, 99
0.000973675, 0.000607679, 0.000362226, 1.5278e-05, 8314, 2486, 165
0.000364111, 0.000270752, 9.1971e-05, 3.175e-06, 8218, 2117, 66
0.000670778, 0.000463721, 0.00020418, 4.266e-06, 8596, 2418, 66
0.000861068, 0.000642702, 0.000214796, 4.068e-06, 8766, 2364, 33
0.000710704, 0.000469835, 0.000236703, 7.738e-06, 8014, 2091, 66
0.000537889, 0.000404458, 0.000130752, 3.175e-06, 8567, 2540, 99
0.00124492, 0.000773005, 0.000468743, 3.472e-06, 7896, 2704, 33
0.000712292, 0.000413883, 0.000295333, 1.9344e-05, 8424, 2731, 363
0.000471223, 0.000327575, 0.00014097, 4.266e-06, 7966, 2745, 165
0.000818879, 0.000463156, 0.000353541, 8.422e-05, 8424, 2749, 165
0.00058753, 0.000404076, 0.000180464, 8.867e-06, 8002, 2450, 231
0.000376373, 0.000251513, 0.000122667, 4.585e-06, 8104, 2192, 165
0.000475624, 0.000333425, 0.000140505, 1.0464e-05, 8729, 2614, 627
0.00149564, 0.00115845, 0.0003348, 8.4593e-05, 8488, 2240, 627
0.000578028, 0.000369077, 0.000207157, 1.5842e-05, 8385, 2418, 396
0.000664716, 0.000424777, 0.000237548, 2.5608e-05, 8080, 2504, 726
0.000647478, 0.000437332, 0.000207357, 1.9329e-05, 8071, 2729, 627
0.000717726, 0.000391097, 0.000323141, 0.000110003, 8298, 2939, 825
0.000705025, 0.000380643, 0.00032129, 7.0996e-05, 8105, 2807, 1254
0.000879787, 0.00050378, 0.000373327, 3.8021e-05, 8297, 2889, 726
0.000594974, 0.000368588, 0.000223708, 2.9267e-05, 7874, 2471, 1089
0.00158945, 0.000763554, 0.000822495, 3.5238e-05, 8385, 2453, 627
0.00063887, 0.000471508, 0.000165105, 1.2828e-05, 8591, 2426, 528
0.000798536, 0.000560371, 0.000235189, 2.668e-06, 8574, 2452, 33
0.000526304, 0.000383465, 0.000139964, 0, 8362, 2389, 0
0.000531331, 0.000381824, 0.000147353, 3.798e-06, 7872, 2384, 99
0.000449023, 0.000314787, 0.000132601, 3.681e-06, 8324, 2849, 165
0.00078027, 0.000516295, 0.000261112, 7.463e-06, 8112, 2779, 132
0.00102513, 0.000674762, 0.0003474, 1.0835e-05, 8263, 2878, 99
0.000635298, 0.000457407, 0.000175438, 5.214e-06, 8064, 2685, 99
0.000555699, 0.000394074, 0.000158974, 1.0495e-05, 8082, 2533, 528
0.00105983, 0.000740966, 0.00031581, 1.5184e-05, 8376, 2426, 396
0.00118946, 0.000889037, 0.000295225, 7.132e-06, 8499, 2331, 165
0.000679618, 0.000496185, 0.000180884, 2.445e-06, 8702, 2592, 33
0.00219049, 0.00193348, 0.000252934, 6.828e-06, 8110, 2203, 66
0.000458604, 0.000341845, 0.000114423, 2.744e-06, 7991, 2470, 66
0.000616012, 0.000420905, 0.000193177, 1.2299e-05, 8429, 2811, 462
0.000777078, 0.000488684, 0.000284431, 9.146e-06, 7955, 2882, 66
0.000548335, 0.00034591, 0.00020029, 2.134e-06, 8377, 2783, 33
0.000414487, 0.00031231, 0.000100049, 1.622e-06, 7883, 2810, 33
0.000926894, 0.000576673, 0.000345761, 8.008e-06, 8348, 2634, 132
0.000694967, 0.000547175, 0.000146272, 1.0442e-05, 8189, 2267, 297
0.000611239, 0.000440944, 0.000168471, 1.2265e-05, 8626, 2578, 561
0.000700028, 0.000412472, 0.000284826, 5.0271e-05, 8674, 2417, 264
0.000639442, 0.000425721, 0.000211698, 9.607e-06, 7932, 2183, 165
0.000587327, 0.000441906, 0.00014189, 3.63e-06, 8288, 2609, 66
0.000890671, 0.000518852, 0.000368289, 1.7648e-05, 8226, 2842, 264
0.000741218, 0.000566249, 0.000171035, 9.886e-06, 8038, 2897, 264
0.000421936, 0.000304575, 0.00011565, 5.336e-06, 8183, 2777, 132
0.000615693, 0.000420829, 0.000193152, 8.655e-06, 8065, 2952, 198
0.000766772, 0.000387714, 0.000376844, 1.0066e-05, 8316, 2530, 231
0.000936574, 0.000427372, 0.000506485, 1.7212e-05, 8135, 2320, 297
0.000699969, 0.000475589, 0.000221064, 1.0451e-05, 8701, 2656, 198
0.000779151, 0.000533668, 0.000243171, 1.3665e-05, 8472, 2336, 231
0.000810602, 0.000606218, 0.000200063, 1.3364e-05, 8379, 2446, 198
0.000572455, 0.00039279, 0.000177555, 1.0449e-05, 8002, 2410, 330
0.000746799, 0.000470073, 0.000274519, 2.0069e-05, 8076, 2749, 495
0.000680578, 0.000369136, 0.000309536, 9.532e-06, 8250, 2916, 264
0.000819944, 0.000508501, 0.000307128, 2.2576e-05, 8139, 2815, 396
0.00172317, 0.00142447, 0.000294887, 1.0735e-05, 8218, 2887, 165
0.00126761, 0.000933422, 0.000329278, 1.4431e-05, 7879, 2423, 231
0.000566968, 0.000409944, 0.00015532, 1.1324e-05, 8413, 2533, 561
0.00076237, 0.00047588, 0.000270257, 2.0744e-05, 8564, 2413, 429
0.000973004, 0.000720784, 0.000248011, 2.355e-05, 8599, 2520, 561
0.000776923, 0.000492558, 0.000281361, 2.1521e-05, 8237, 2306, 396
0.000781327, 0.00049516, 0.000283564, 2.0718e-05, 7855, 2384, 429
0.00091375, 0.000481849, 0.00037615, 1.241e-05, 8355, 2937, 363
0.0008605, 0.00056903, 0.000288168, 1.4212e-05, 8066, 2820, 297
0.000975442, 0.000575066, 0.000396176, 1.1899e-05, 8278, 2857, 165
0.000877448, 0.000552367, 0.000322681, 0, 8035, 2700, 0
0.000537768, 0.000380977, 0.000153991, 3.198e-06, 8156, 2552, 66
0.000715757, 0.000472972, 0.000240685, 0, 8345, 2389, 0
0.000696958, 0.000480771, 0.000212887, 0, 8501, 2362, 0
0.000792864, 0.000519118, 0.00027045, 0, 8732, 2593, 0
0.000550489, 0.000364362, 0.000184229, 5.595e-06, 8093, 2190, 99
0.000468165, 0.000317306, 0.000148362, 7.294e-06, 8077, 2517, 363
0.000749604, 0.000533505, 0.000213202, 1.3988e-05, 8394, 2786, 297
0.000770599, 0.000528808, 0.000238797, 1.1182e-05, 7982, 2921, 165
0.000483084, 0.000344319, 0.000136171, 7.189e-06, 8348, 2739, 198
0.000393595, 0.000295943, 9.6062e-05, 4.576e-06, 7857, 2878, 165
0.000593476, 0.000433472, 0.000158015, 7.956e-06, 8388, 2643, 165
0.000395386, 0.000306285, 8.7311e-05, 1.492e-06, 8148, 2263, 33
0.000596856, 0.000404066, 0.000190008, 7.851e-06, 8635, 2614, 165
0.000360837, 0.000254305, 0.000104942, 3.479e-06, 8692, 2493, 165
0.000391345, 0.000256293, 0.000133363, 5.167e-06, 7890, 2171, 198
0.000871831, 0.000573602, 0.000295944, 1.3814e-05, 8323, 2599, 297
0.000654708, 0.000413364, 0.000239358, 1.1523e-05, 8189, 2854, 462
0.000729098, 0.00044306, 0.000283952, 3.7841e-05, 8072, 2783, 330
0.000537015, 0.000385356, 0.000150071, 4.768e-06, 8144, 2810, 231
0.000998946, 0.000667917, 0.000328049, 1.5294e-05, 8102, 2843, 231
0.000376318, 0.000252269, 0.000122757, 5.065e-06, 8397, 2645, 132
0.000650799, 0.000427149, 0.00022097, 1.1915e-05, 7880, 2266, 231
0.000646828, 0.000434494, 0.000208065, 8.438e-06, 8684, 2460, 165
0.000605731, 0.000413053, 0.000190793, 5.659e-06, 8631, 2635, 132
0.000810024, 0.000569003, 0.00023864, 2.184e-06, 8421, 2300, 33
0.000386871, 0.000287251, 9.7834e-05, 0, 7957, 2416, 0
0.000354327, 0.000261949, 9.069e-05, 0, 8108, 2821, 0
0.000689205, 0.000491254, 0.000195668, 0, 8214, 2863, 0
0.000635723, 0.000440154, 0.000193485, 0, 8172, 2818, 0
0.000886758, 0.000566465, 0.000317415, 3.175e-06, 8186, 2766, 33
0.000542043, 0.000333954, 0.000206105, 0, 7913, 2428, 0
0.000653724, 0.000447321, 0.000203824, 0, 8413, 2530, 0
0.000702225, 0.000489376, 0.000209478, 0, 8539, 2339, 0
0.000555334, 0.000417169, 0.000134891, 0, 8623, 2521, 0
0.000430659, 0.000338219, 9.0258e-05, 0, 8220, 2294, 0
0.000733613, 0.000513103, 0.000217932, 0, 7858, 2412, 0
0.000593018, 0.000410085, 0.00018085, 0, 8418, 2908, 0
0.000690482, 0.000433882, 0.000253528, 3.668e-06, 8030, 2759, 33
0.000618103, 0.000434279, 0.000181247, 2.281e-06, 8246, 2862, 33
0.000669974, 0.000510019, 0.000158357, 4.693e-06, 7995, 2709, 132
0.00069942, 0.000467844, 0.000228781, 0, 8194, 2603, 0
0.000467145, 0.000306339, 0.000139944, 5.389e-06, 8307, 2302, 99
0.000491101, 0.000353553, 0.000135852, 6.389e-06, 8505, 2435, 231
0.000357346, 0.000262819, 9.1732e-05, 6.286e-06, 8678, 2494, 396
0.00083587, 0.000673867, 0.000158809, 3.0944e-05, 8034, 2145, 231
0.000542266, 0.000380604, 0.000160265, 3.892e-06, 8110, 2459, 99
0.000752725, 0.000474407, 0.000274726, 8.781e-06, 8339, 2737, 165
0.000527335, 0.000367482, 0.000158161, 1.0649e-05, 7989, 2828, 363
0.000794288, 0.000563467, 0.000227736, 6.867e-06, 8296, 2641, 99
0.00093402, 0.000736787, 0.000194148, 7.264e-06, 7874, 2755, 99
0.000588912, 0.000377848, 0.000208179, 8.359e-06, 8422, 2550, 165
0.000448898, 0.000329684, 0.000116131, 4.976e-06, 8098, 2150, 165
0.000606128, 0.000462731, 0.000141804, 3.483e-06, 8643, 2535, 66
0.000679169, 0.000512287, 0.000163499, 3.98e-06, 8670, 2389, 66
0.000575462, 0.000430602, 0.000142573, 7.661e-06, 7859, 1994, 132
0.000416274, 0.000292308, 0.00012138, 7.46e-06, 8347, 2466, 297
0.00075614, 0.000470598, 0.000282358, 8.654e-06, 8132, 2750, 132
0.000985369, 0.000452788, 0.000530392, 9.552e-06, 8106, 2660, 264
0.000673543, 0.000483645, 0.00018741, 4.575e-06, 8097, 2705, 66
0.000497274, 0.00027644, 0.000219242, 0, 8146, 2673, 0
0.000446442, 0.000283204, 0.000161347, 0, 8363, 2476, 0
0.000323491, 0.000244807, 7.6397e-05, 0, 7884, 2087, 0
0.000331947, 0.000246797, 8.3459e-05, 0, 8697, 2322, 0
0.000489937, 0.000407485, 8.106e-05, 0, 8620, 2394, 0
0.000356263, 0.000269535, 8.5336e-05, 0, 8097, 2001, 0
0.000482279, 0.000370983, 0.000109903, 1.194e-06, 8415, 2481, 33
0.000406292, 0.000306235, 9.8067e-05, 0, 7852, 2688, 0
0.000757482, 0.000547722, 0.00020777, 3.381e-06, 8298, 2586, 33
0.000414491, 0.000287399, 0.000125103, 1.193e-06, 8008, 2732, 33
0.000347961, 0.00026572, 8.065e-05, 1.99e-06, 8410, 2595, 66
0.000702784, 0.000520003, 0.000180097, 2.188e-06, 7957, 2326, 33
0.00060483, 0.000463119, 0.000140019, 2.188e-06, 8421, 2353, 33
0.000384313, 0.000265689, 0.000117034, 3.182e-06, 8508, 2161, 198
0.000391871, 0.000252264, 0.000138413, 2.883e-06, 8641, 2392, 66
0.00119719, 0.000811782, 0.000382623, 0, 8175, 2070, 0
0.000487029, 0.000316201, 0.000167547, 0, 7883, 2320, 0
0.000346528, 0.000259623, 8.5712e-05, 1.194e-06, 8435, 2628, 33
0.000828699, 0.000613247, 0.000213563, 3.778e-06, 7995, 2607, 33
0.000507261, 0.000356932, 0.00014685, 0, 8286, 2636, 0
0.00091301, 0.00047296, 0.000437267, 2.685e-06, 7955, 2550, 33
0.000796088, 0.000470674, 0.000321438, 0, 8249, 2464, 0
0.000319122, 0.00024476, 7.2772e-05, 0, 8272, 2107, 0
0.000339801, 0.000260268, 7.8041e-05, 1.293e-06, 8537, 2328, 33
0.0014487, 0.00107108, 0.000374745, 0, 8692, 2331, 0
0.000676504, 0.000419369, 0.000255053, 3.8476e-05, 8001, 1929, 33
0.000434343, 0.000339541, 9.262e-05, 0, 8181, 2415, 0
0.00053525, 0.000399505, 0.000133664, 0, 8308, 2565, 0
0.000536936, 0.00035875, 0.000176202, 1.388e-06, 8011, 2670, 33
0.00047179, 0.000380466, 8.9043e-05, 0, 8272, 2517, 0
0.000520476, 0.000382647, 0.000135449, 0, 7958, 2639, 0
0.000646802, 0.000535746, 0.000108974, 0, 8443, 2431, 0
0.000675474, 0.00044041, 0.000231386, 0, 8049, 1995, 0
0.000471657, 0.000337175, 0.00013244, 0, 8652, 2342, 0
0.000379041, 0.000276622, 0.000100581, 1.634e-06, 8671, 2320, 33
0.00095281, 0.000723874, 0.000223932, 3.676e-06, 7920, 1920, 33
0.0011192, 0.000652433, 0.000462187, 9.868e-06, 8400, 2396, 165
0.000772482, 0.000400636, 0.000369099, 1.2006e-05, 8101, 2677, 330
0.000823553, 0.00055141, 0.000268888, 7.935e-06, 8145, 2524, 99
0.00102021, 0.000863231, 0.00015413, 2.441e-06, 8061, 2596, 33
0.000760856, 0.000449537, 0.000308074, 6.185e-06, 8188, 2560, 66
0.000620002, 0.000445277, 0.000172189, 3.346e-06, 8319, 2430, 66
0.00138005, 0.00097523, 0.00040147, 3.549e-06, 7887, 2007, 33
0.000512713, 0.000368817, 0.000142071, 7.302e-06, 8706, 2245, 198
0.000389206, 0.000286065, 0.000101524, 2.425e-06, 8608, 2273, 132
0.000637149, 0.000414688, 0.000221147, 0, 8138, 1946, 0
0.00122667, 0.000979436, 0.000242483, 7.585e-06, 8377, 2386, 99
0.000975594, 0.000673957, 0.000299412, 3.438e-06, 7853, 2548, 33
0.000853342, 0.000462214, 0.000387791, 1.3347e-05, 8344, 2527, 264
0.000524709, 0.000393279, 0.00012921, 4.742e-06, 7974, 2528, 132
0.000667637, 0.000468627, 0.000196589, 9.885e-06, 8384, 2513, 165
0.000427171, 0.00032933, 9.6126e-05, 5.345e-06, 8016, 2367, 264
0.000699511, 0.000511798, 0.000184082, 0, 8069, 2019, 0
0.000542483, 0.000384468, 0.000155699, 0, 8745, 2413, 0
0.000488033, 0.000371284, 0.000114636, 0, 8762, 2184, 0
0.00079903, 0.000521347, 0.000273556, 0, 8134, 1963, 0
0.000641821, 0.000436502, 0.000201695, 0, 7920, 2250, 0
0.000363543, 0.000272707, 8.9115e-05, 0, 8434, 2504, 0
0.000834331, 0.000522063, 0.000309239, 0, 7947, 2522, 0
0.000910252, 0.00059647, 0.000308734, 0, 8325, 2518, 0
0.000589876, 0.00042582, 0.000162351, 0, 7908, 2468, 0
0.00063818, 0.000434139, 0.000202137, 0, 8291, 2370, 0
0.000605689, 0.000423602, 0.000178785, 0, 8235, 1990, 0
0.000613293, 0.000419301, 0.000191492, 0, 8585, 2237, 0
0.000699734, 0.000467923, 0.000227108, 0, 8656, 2157, 0
0.000500839, 0.000358771, 0.000138766, 0, 7953, 1847, 0
0.000624176, 0.000419081, 0.000202797, 0, 8223, 2342, 0
0.000557143, 0.000392107, 0.000162737, 2.897e-06, 8270, 2436, 33
0.000319081, 0.000227673, 9.011e-05, 0, 8001, 2552, 0
0.000600099, 0.00040909, 0.000188112, 0, 8230, 2442, 0
0.000569131, 0.000410889, 0.000155045, 0, 8012, 2555, 0
0.00101497, 0.000788089, 0.000223287, 0, 8441, 2313, 0
0.00061369, 0.000430411, 0.000180086, 0, 7986, 1912, 0
0.000801858, 0.000492968, 0.000305398, 0, 8664, 2206, 0
0.000638333, 0.000449268, 0.000186671, 0, 8664, 2164, 0
0.000632726, 0.000395242, 0.000234195, 0, 7947, 1835, 0
0.000801447, 0.000460518, 0.000338238, 0, 8434, 2277, 0
0.000813804, 0.000590671, 0.000220841, 0, 8042, 2538, 0
0.000371325, 0.000277546, 9.1885e-05, 0, 8186, 2374, 0
0.000581502, 0.000380293, 0.000198618, 0, 8075, 2520, 0
0.000685959, 0.000451797, 0.000229682, 0, 8231, 2407, 0
0.00067451, 0.000460957, 0.000210666, 0, 8278, 2341, 0
0.000479275, 0.000341685, 0.0001354, 0, 7921, 1892, 0
0.00103451, 0.000797067, 0.000235058, 0, 8683, 2130, 0
0.000691032, 0.000432007, 0.000256439, 0, 8600, 2188, 0
0.000432206, 0.000297918, 0.000131602, 0, 8190, 1925, 0
0.000567289, 0.00042216, 0.000142941, 0, 8348, 2348, 0
0.000604396, 0.000486745, 0.000114546, 0, 7888, 2455, 0
0.000577403, 0.0004312, 0.000144501, 0, 8376, 2443, 0
0.000345982, 0.000267472, 7.6706e-05, 0, 7953, 2445, 0
0.000516618, 0.000372017, 0.000142899, 0, 8424, 2472, 0
0.000639789, 0.000425592, 0.000211494, 0, 7989, 2234, 0
0.000661482, 0.000488756, 0.000169824, 0, 8111, 1929, 0
0.000347253, 0.000257588, 8.8364e-05, 0, 8723, 2236, 0
0.000389256, 0.000303907, 8.3356e-05, 0, 8484, 1965, 0
0.000696255, 0.000560552, 0.000133708, 0, 8375, 2098, 0
0.000516781, 0.000381479, 0.000133109, 0, 8056, 2194, 0
0.000592712, 0.000418625, 0.000171297, 0, 8070, 2367, 0
0.000489476, 0.000328543, 0.00015894, 0, 8282, 2529, 0
0.00257254, 0.00234285, 0.000225705, 0, 8363, 2448, 0
0.000617326, 0.000457888, 0.000157246, 0, 7881, 2481, 0
0.00212373, 0.00140762, 0.000712725, 5.378e-06, 8334, 2390, 33
0.000509843, 0.000325885, 0.000180771, 2.2212e-05, 8190, 2176, 759
0.000905548, 0.000483649, 0.000419707, 2.4106e-05, 8613, 2674, 792
0.00045616, 0.000268417, 0.000186149, 1.7034e-05, 8648, 2801, 1089
0.00121834, 0.000823012, 0.000392242, 4.9976e-05, 7854, 2846, 1188
0.00114387, 0.000787869, 0.000353914, 2.0707e-05, 8010, 3143, 1089
0.00159495, 0.000926348, 0.000666314, 6.72e-05, 8098, 3535, 1155
0.00297527, 0.000359987, 0.000221507, 2.0114e-05, 7824, 3848, 1386
0.000738192, 0.000454861, 0.000280742, 5.4753e-05, 8057, 3596, 660
0.0223943, 0.000857421, 0.000546735, 2.9956e-05, 8054, 3497, 1155
0.000497873, 0.000328996, 0.000167185, 2.0496e-05, 8443, 3297, 1551
0.00206175, 0.00032412, 0.00037756, 0.000126286, 5728, 2411, 1155
0.00108272, 0.000645653, 0.000433089, 4.7571e-05, 5515, 2204, 1980
0.00266818, 0.000465371, 0.000365493, 3.1838e-05, 8191, 3149, 1452
0.000673884, 0.000376535, 0.000295359, 6.9442e-05, 6906, 2106, 4653
0.0177817, 0.000298542, 0.000200454, 4.2283e-05, 5813, 1605, 1485
0.000319035, 0.00020115, 0.000115398, 2.487e-05, 4214, 1022, 891
0.00401832, 0.000438977, 0.000802173, 0.000232222, 7927, 3143, 9834
0.021948, 0.00044942, 0.00055086, 0.000106713, 6647, 2945, 4620
0.00196516, 0.000383584, 0.000396114, 6.0265e-05, 6921, 2578, 2475
0.00103718, 0.000501432, 0.000533257, 0.000132069, 3353, 1825, 5742
0.00638975, 0.000949609, 0.000640894, 0.000299066, 3624, 1637, 9900
0.0210144, 0.00130376, 0.000692993, 5.5184e-05, 4357, 1172, 1914
0.0190844, 0.000890446, 0.000154272, 1.3817e-05, 8253, 1441, 363
0.00174272, 0.000270971, 0.000124949, 1.093e-06, 7377, 1030, 33
0.00197552, 0.000341844, 0.000322561, 0.000162124, 7900, 1066, 4125
0.00203628, 0.000313677, 9.6272e-05, 2.3179e-05, 7725, 824, 693
0.0171776, 0.000180127, 8.1597e-05, 3.04e-05, 8133, 469, 2376
0.000451854, 0.000305989, 0.000144181, 5.0798e-05, 7721, 438, 1584
0.0166463, 0.000292621, 0.000151113, 5.0406e-05, 8456, 726, 1848
0.0012093, 0.000465617, 0.000741998, 0.00047641, 8036, 1124, 5841
0.00629674, 0.000473243, 0.00112909, 0.000788453, 8148, 1274, 7590
0.00168789, 0.000558207, 0.00112731, 0.000691572, 8732, 2044, 13893
0.00312262, 0.000345439, 0.00071365, 0.000373952, 8694, 2319, 15708
0.00173927, 0.000571772, 0.00116572, 0.000482367, 8557, 2508, 15180
0.0018367, 0.000822757, 0.00101058, 0.000427318, 8432, 2531, 11715
0.00142124, 0.000433589, 0.000985869, 0.000378151, 8141, 2708, 6534
0.0041481, 0.000694434, 0.00104833, 0.000323409, 8267, 3083, 5676
0.00105328, 0.000512585, 0.000539312, 0.000134631, 8128, 2911, 3432
0.00162804, 0.000714332, 0.000908655, 0.000133245, 8216, 2803, 3102
0.000812621, 0.000511625, 0.000299116, 5.3252e-05, 7923, 2414, 3828
0.0137019, 0.000361374, 0.000264869, 6.0381e-05, 8462, 2486, 3663
0.00158585, 0.000933772, 0.000649107, 0.000232201, 8752, 2360, 5082
0.00139412, 0.000857557, 0.000534192, 0.000161339, 8786, 2324, 5412
0.036864, 0.000566986, 0.000539077, 8.2144e-05, 7903, 2084, 4125
0.000784518, 0.000395574, 0.000386667, 3.2464e-05, 8294, 1879, 1221
0.00100779, 0.000503449, 0.000501965, 0.000106483, 8218, 1919, 4455
0.0325306, 0.000567283, 0.000380432, 0.000127473, 8213, 1907, 4059
0.00112772, 0.00037782, 0.000747822, 0.000347543, 8234, 1734, 19140
0.00214065, 0.000630855, 0.00150772, 0.00107112, 8180, 1934, 8943
0.00126794, 0.000431355, 0.000834905, 0.000319723, 8474, 2226, 9570
0.00149822, 0.000913279, 0.000583057, 0.000227898, 7886, 2075, 8613
0.0489725, 0.000477669, 0.000622902, 0.000229671, 8682, 2540, 9141
0.000873221, 0.000469352, 0.000400081, 9.4788e-05, 8802, 2586, 4125
0.000883387, 0.000507726, 0.000372172, 5.9204e-05, 8197, 2148, 1254
0.000831857, 0.000484203, 0.000345461, 6.9273e-05, 8502, 2370, 1914
0.00106668, 0.000609291, 0.0004551, 9.1095e-05, 8053, 2453, 2508
0.000931654, 0.000561305, 0.000368356, 0.000118098, 8288, 2418, 2937
0.000685286, 0.000422275, 0.000259922, 4.4254e-05, 8059, 2455, 2343
0.00113227, 0.000643816, 0.000485572, 0.00017973, 8297, 2515, 3828
